team,expected_win_rate,assignment
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'Tibbtokontop#EUW', 'WT Final Stand#EUW', 'WT Nasty Boy#EUW')",57.75097125097125,Billy Bongo#EUW→BOTTOM (70.0%); BuddhaGoesSmite#EUW→MIDDLE (46.2%); Tibbtokontop#EUW→UTILITY (55.6%); WT Final Stand#EUW→JUNGLE (62.5%); WT Nasty Boy#EUW→TOP (54.5%)
"('Billy Bongo#EUW', 'Tibbtokontop#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070', 'WT Nasty Boy#EUW')",57.49625468164794,Billy Bongo#EUW→BOTTOM (70.0%); Tibbtokontop#EUW→TOP (48.3%); WT Final Stand#EUW→JUNGLE (62.5%); WT GigaChad#1070→UTILITY (53.3%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070', 'WT Nasty Boy#EUW')",57.306526806526804,Billy Bongo#EUW→BOTTOM (70.0%); BuddhaGoesSmite#EUW→MIDDLE (46.2%); WT Final Stand#EUW→JUNGLE (62.5%); WT GigaChad#1070→UTILITY (53.3%); WT Nasty Boy#EUW→TOP (54.5%)
"('Billy Bongo#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT Final Stand#EUW', 'WT Nasty Boy#EUW')",56.277777777777786,Billy Bongo#EUW→BOTTOM (70.0%); Sporus#EUW→TOP (40.0%); Tibbtokontop#EUW→UTILITY (55.6%); WT Final Stand#EUW→JUNGLE (62.5%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'Tibbtokontop#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070')",56.0603572457505,Billy Bongo#EUW→BOTTOM (70.0%); BuddhaGoesSmite#EUW→MIDDLE (46.2%); Tibbtokontop#EUW→TOP (48.3%); WT Final Stand#EUW→JUNGLE (62.5%); WT GigaChad#1070→UTILITY (53.3%)
"('Billy Bongo#EUW', 'Sporus#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070', 'WT Nasty Boy#EUW')",55.833333333333336,Billy Bongo#EUW→BOTTOM (70.0%); Sporus#EUW→TOP (40.0%); WT Final Stand#EUW→JUNGLE (62.5%); WT GigaChad#1070→UTILITY (53.3%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'Sporus#EUW', 'WT Final Stand#EUW', 'WT Nasty Boy#EUW')",55.77069351230425,Billy Bongo#EUW→BOTTOM (70.0%); BuddhaGoesSmite#EUW→UTILITY (53.0%); Sporus#EUW→TOP (40.0%); WT Final Stand#EUW→JUNGLE (62.5%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'Tibbtokontop#EUW', 'WT GigaChad#1070', 'WT Nasty Boy#EUW')",55.28271728271727,Billy Bongo#EUW→BOTTOM (70.0%); BuddhaGoesSmite#EUW→MIDDLE (46.2%); Tibbtokontop#EUW→JUNGLE (52.4%); WT GigaChad#1070→UTILITY (53.3%); WT Nasty Boy#EUW→TOP (54.5%)
"('BuddhaGoesSmite#EUW', 'Tibbtokontop#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070', 'WT Nasty Boy#EUW')",54.95097125097125,BuddhaGoesSmite#EUW→MIDDLE (46.2%); Tibbtokontop#EUW→UTILITY (55.6%); WT Final Stand#EUW→JUNGLE (62.5%); WT GigaChad#1070→BOTTOM (56.0%); WT Nasty Boy#EUW→TOP (54.5%)
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT Final Stand#EUW')",54.841880341880334,Billy Bongo#EUW→BOTTOM (70.0%); BuddhaGoesSmite#EUW→MIDDLE (46.2%); Sporus#EUW→TOP (40.0%); Tibbtokontop#EUW→UTILITY (55.6%); WT Final Stand#EUW→JUNGLE (62.5%)
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'Sporus#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070')",54.397435897435884,Billy Bongo#EUW→BOTTOM (70.0%); BuddhaGoesSmite#EUW→MIDDLE (46.2%); Sporus#EUW→TOP (40.0%); WT Final Stand#EUW→JUNGLE (62.5%); WT GigaChad#1070→UTILITY (53.3%)
"('Billy Bongo#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW', 'WT Nasty Boy#EUW')",53.992063492063494,Billy Bongo#EUW→BOTTOM (70.0%); Tibbtokontop#EUW→UTILITY (55.6%); WT BrokenSword#EUW→TOP (28.6%); WT Final Stand#EUW→JUNGLE (62.5%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('Billy Bongo#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT GigaChad#1070', 'WT Nasty Boy#EUW')",53.80952380952381,Billy Bongo#EUW→BOTTOM (70.0%); Sporus#EUW→TOP (40.0%); Tibbtokontop#EUW→JUNGLE (52.4%); WT GigaChad#1070→UTILITY (53.3%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT Nasty Boy#EUW')",53.74688398849472,Billy Bongo#EUW→BOTTOM (70.0%); BuddhaGoesSmite#EUW→UTILITY (53.0%); Sporus#EUW→TOP (40.0%); Tibbtokontop#EUW→JUNGLE (52.4%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT Nasty Boy#EUW')",53.62306427422706,Billy Bongo#EUW→BOTTOM (70.0%); BuddhaGoesSmite#EUW→MIDDLE (46.2%); Tibbtokontop#EUW→UTILITY (55.6%); WT BrokenSword#EUW→JUNGLE (41.9%); WT Nasty Boy#EUW→TOP (54.5%)
"('Billy Bongo#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070', 'WT Nasty Boy#EUW')",53.547619047619044,Billy Bongo#EUW→BOTTOM (70.0%); WT BrokenSword#EUW→TOP (28.6%); WT Final Stand#EUW→JUNGLE (62.5%); WT GigaChad#1070→UTILITY (53.3%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW', 'WT Nasty Boy#EUW')",53.48497922658997,Billy Bongo#EUW→BOTTOM (70.0%); BuddhaGoesSmite#EUW→UTILITY (53.0%); WT BrokenSword#EUW→TOP (28.6%); WT Final Stand#EUW→JUNGLE (62.5%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('Sporus#EUW', 'Tibbtokontop#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070', 'WT Nasty Boy#EUW')",53.47777777777778,Sporus#EUW→TOP (40.0%); Tibbtokontop#EUW→UTILITY (55.6%); WT Final Stand#EUW→JUNGLE (62.5%); WT GigaChad#1070→BOTTOM (56.0%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('Billy Bongo#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT GigaChad#1070', 'WT Nasty Boy#EUW')",53.368347704903755,Billy Bongo#EUW→BOTTOM (70.0%); Tibbtokontop#EUW→TOP (48.3%); WT BrokenSword#EUW→JUNGLE (41.9%); WT GigaChad#1070→UTILITY (53.3%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('Billy Bongo#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070')",53.24589371980676,Billy Bongo#EUW→MIDDLE (52.2%); Sporus#EUW→TOP (40.0%); Tibbtokontop#EUW→UTILITY (55.6%); WT Final Stand#EUW→JUNGLE (62.5%); WT GigaChad#1070→BOTTOM (56.0%)
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'WT BrokenSword#EUW', 'WT GigaChad#1070', 'WT Nasty Boy#EUW')",53.178619829782626,Billy Bongo#EUW→BOTTOM (70.0%); BuddhaGoesSmite#EUW→MIDDLE (46.2%); WT BrokenSword#EUW→JUNGLE (41.9%); WT GigaChad#1070→UTILITY (53.3%); WT Nasty Boy#EUW→TOP (54.5%)
"('BuddhaGoesSmite#EUW', 'Sporus#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070', 'WT Nasty Boy#EUW')",52.970693512304244,BuddhaGoesSmite#EUW→UTILITY (53.0%); Sporus#EUW→TOP (40.0%); WT Final Stand#EUW→JUNGLE (62.5%); WT GigaChad#1070→BOTTOM (56.0%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'Sporus#EUW', 'WT GigaChad#1070', 'WT Nasty Boy#EUW')",52.93333333333333,Billy Bongo#EUW→BOTTOM (70.0%); BuddhaGoesSmite#EUW→JUNGLE (48.0%); Sporus#EUW→TOP (40.0%); WT GigaChad#1070→UTILITY (53.3%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW')",52.556166056166056,Billy Bongo#EUW→BOTTOM (70.0%); BuddhaGoesSmite#EUW→MIDDLE (46.2%); Tibbtokontop#EUW→UTILITY (55.6%); WT BrokenSword#EUW→TOP (28.6%); WT Final Stand#EUW→JUNGLE (62.5%)
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT GigaChad#1070')",52.37362637362637,Billy Bongo#EUW→BOTTOM (70.0%); BuddhaGoesSmite#EUW→MIDDLE (46.2%); Sporus#EUW→TOP (40.0%); Tibbtokontop#EUW→JUNGLE (52.4%); WT GigaChad#1070→UTILITY (53.3%)
"('BuddhaGoesSmite#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT Final Stand#EUW', 'WT Nasty Boy#EUW')",52.36208236208236,BuddhaGoesSmite#EUW→MIDDLE (46.2%); Sporus#EUW→BOTTOM (43.1%); Tibbtokontop#EUW→UTILITY (55.6%); WT Final Stand#EUW→JUNGLE (62.5%); WT Nasty Boy#EUW→TOP (54.5%)
"('Billy Bongo#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT Nasty Boy#EUW')",52.14987080103359,Billy Bongo#EUW→BOTTOM (70.0%); Sporus#EUW→TOP (40.0%); Tibbtokontop#EUW→UTILITY (55.6%); WT BrokenSword#EUW→JUNGLE (41.9%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070')",52.111721611721606,Billy Bongo#EUW→BOTTOM (70.0%); BuddhaGoesSmite#EUW→MIDDLE (46.2%); WT BrokenSword#EUW→TOP (28.6%); WT Final Stand#EUW→JUNGLE (62.5%); WT GigaChad#1070→UTILITY (53.3%)
"('BuddhaGoesSmite#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070')",52.04188034188035,BuddhaGoesSmite#EUW→MIDDLE (46.2%); Sporus#EUW→TOP (40.0%); Tibbtokontop#EUW→UTILITY (55.6%); WT Final Stand#EUW→JUNGLE (62.5%); WT GigaChad#1070→BOTTOM (56.0%)
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT GigaChad#1070')",51.93245026900632,Billy Bongo#EUW→BOTTOM (70.0%); BuddhaGoesSmite#EUW→MIDDLE (46.2%); Tibbtokontop#EUW→TOP (48.3%); WT BrokenSword#EUW→JUNGLE (41.9%); WT GigaChad#1070→UTILITY (53.3%)
"('Billy Bongo#EUW', 'Sporus#EUW', 'WT BrokenSword#EUW', 'WT GigaChad#1070', 'WT Nasty Boy#EUW')",51.70542635658914,Billy Bongo#EUW→BOTTOM (70.0%); Sporus#EUW→TOP (40.0%); WT BrokenSword#EUW→JUNGLE (41.9%); WT GigaChad#1070→UTILITY (53.3%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'Sporus#EUW', 'WT BrokenSword#EUW', 'WT Nasty Boy#EUW')",51.642786535560056,Billy Bongo#EUW→BOTTOM (70.0%); BuddhaGoesSmite#EUW→UTILITY (53.0%); Sporus#EUW→TOP (40.0%); WT BrokenSword#EUW→JUNGLE (41.9%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070', 'WT Nasty Boy#EUW')",51.19206349206349,Tibbtokontop#EUW→UTILITY (55.6%); WT BrokenSword#EUW→TOP (28.6%); WT Final Stand#EUW→JUNGLE (62.5%); WT GigaChad#1070→BOTTOM (56.0%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('Billy Bongo#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070')",50.96017943409248,Billy Bongo#EUW→MIDDLE (52.2%); Tibbtokontop#EUW→UTILITY (55.6%); WT BrokenSword#EUW→TOP (28.6%); WT Final Stand#EUW→JUNGLE (62.5%); WT GigaChad#1070→BOTTOM (56.0%)
"('BuddhaGoesSmite#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT GigaChad#1070', 'WT Nasty Boy#EUW')",50.94688398849472,BuddhaGoesSmite#EUW→UTILITY (53.0%); Sporus#EUW→TOP (40.0%); Tibbtokontop#EUW→JUNGLE (52.4%); WT GigaChad#1070→BOTTOM (56.0%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('Billy Bongo#EUW', 'Sporus#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW', 'WT Nasty Boy#EUW')",50.88095238095238,Billy Bongo#EUW→BOTTOM (70.0%); Sporus#EUW→TOP (40.0%); WT BrokenSword#EUW→UTILITY (28.6%); WT Final Stand#EUW→JUNGLE (62.5%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('BuddhaGoesSmite#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT GigaChad#1070', 'WT Nasty Boy#EUW')",50.82306427422706,BuddhaGoesSmite#EUW→MIDDLE (46.2%); Tibbtokontop#EUW→UTILITY (55.6%); WT BrokenSword#EUW→JUNGLE (41.9%); WT GigaChad#1070→BOTTOM (56.0%); WT Nasty Boy#EUW→TOP (54.5%)
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW')",50.71397336513614,Billy Bongo#EUW→BOTTOM (70.0%); BuddhaGoesSmite#EUW→MIDDLE (46.2%); Sporus#EUW→TOP (40.0%); Tibbtokontop#EUW→UTILITY (55.6%); WT BrokenSword#EUW→JUNGLE (41.9%)
"('BuddhaGoesSmite#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070', 'WT Nasty Boy#EUW')",50.68497922658997,BuddhaGoesSmite#EUW→UTILITY (53.0%); WT BrokenSword#EUW→TOP (28.6%); WT Final Stand#EUW→JUNGLE (62.5%); WT GigaChad#1070→BOTTOM (56.0%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'Sporus#EUW', 'WT BrokenSword#EUW', 'WT GigaChad#1070')",50.269528920691705,Billy Bongo#EUW→BOTTOM (70.0%); BuddhaGoesSmite#EUW→MIDDLE (46.2%); Sporus#EUW→TOP (40.0%); WT BrokenSword#EUW→JUNGLE (41.9%); WT GigaChad#1070→UTILITY (53.3%)
"('BuddhaGoesSmite#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070')",49.75616605616605,BuddhaGoesSmite#EUW→MIDDLE (46.2%); Tibbtokontop#EUW→UTILITY (55.6%); WT BrokenSword#EUW→TOP (28.6%); WT Final Stand#EUW→JUNGLE (62.5%); WT GigaChad#1070→BOTTOM (56.0%)
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'Sporus#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW')",49.44505494505494,Billy Bongo#EUW→BOTTOM (70.0%); BuddhaGoesSmite#EUW→MIDDLE (46.2%); Sporus#EUW→TOP (40.0%); WT BrokenSword#EUW→UTILITY (28.6%); WT Final Stand#EUW→JUNGLE (62.5%)
"('Sporus#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT GigaChad#1070', 'WT Nasty Boy#EUW')",49.34987080103359,Sporus#EUW→TOP (40.0%); Tibbtokontop#EUW→UTILITY (55.6%); WT BrokenSword#EUW→JUNGLE (41.9%); WT GigaChad#1070→BOTTOM (56.0%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('Billy Bongo#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT GigaChad#1070')",49.11798674306258,Billy Bongo#EUW→MIDDLE (52.2%); Sporus#EUW→TOP (40.0%); Tibbtokontop#EUW→UTILITY (55.6%); WT BrokenSword#EUW→JUNGLE (41.9%); WT GigaChad#1070→BOTTOM (56.0%)
"('Billy Bongo#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW')",48.94444444444444,Billy Bongo#EUW→BOTTOM (70.0%); Sporus#EUW→TOP (40.0%); Tibbtokontop#EUW→UTILITY (55.6%); WT BrokenSword#EUW→MIDDLE (16.7%); WT Final Stand#EUW→JUNGLE (62.5%)
"('BuddhaGoesSmite#EUW', 'Sporus#EUW', 'WT BrokenSword#EUW', 'WT GigaChad#1070', 'WT Nasty Boy#EUW')",48.842786535560066,BuddhaGoesSmite#EUW→UTILITY (53.0%); Sporus#EUW→TOP (40.0%); WT BrokenSword#EUW→JUNGLE (41.9%); WT GigaChad#1070→BOTTOM (56.0%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('Sporus#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW', 'WT Nasty Boy#EUW')",48.6031746031746,Sporus#EUW→BOTTOM (43.1%); Tibbtokontop#EUW→UTILITY (55.6%); WT BrokenSword#EUW→TOP (28.6%); WT Final Stand#EUW→JUNGLE (62.5%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('Billy Bongo#EUW', 'Sporus#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070')",48.50000000000001,Billy Bongo#EUW→BOTTOM (70.0%); Sporus#EUW→TOP (40.0%); WT BrokenSword#EUW→MIDDLE (16.7%); WT Final Stand#EUW→JUNGLE (62.5%); WT GigaChad#1070→UTILITY (53.3%)
"('BuddhaGoesSmite#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT Nasty Boy#EUW')",48.234175385338176,BuddhaGoesSmite#EUW→MIDDLE (46.2%); Sporus#EUW→BOTTOM (43.1%); Tibbtokontop#EUW→UTILITY (55.6%); WT BrokenSword#EUW→JUNGLE (41.9%); WT Nasty Boy#EUW→TOP (54.5%)
"('Sporus#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070', 'WT Nasty Boy#EUW')",48.15873015873016,Sporus#EUW→BOTTOM (43.1%); WT BrokenSword#EUW→TOP (28.6%); WT Final Stand#EUW→JUNGLE (62.5%); WT GigaChad#1070→UTILITY (53.3%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('BuddhaGoesSmite#EUW', 'Sporus#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW', 'WT Nasty Boy#EUW')",48.09609033770108,BuddhaGoesSmite#EUW→UTILITY (53.0%); Sporus#EUW→BOTTOM (43.1%); WT BrokenSword#EUW→TOP (28.6%); WT Final Stand#EUW→JUNGLE (62.5%); WT Nasty Boy#EUW→MIDDLE (53.3%)
"('BuddhaGoesSmite#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT GigaChad#1070')",47.91397336513616,BuddhaGoesSmite#EUW→MIDDLE (46.2%); Sporus#EUW→TOP (40.0%); Tibbtokontop#EUW→UTILITY (55.6%); WT BrokenSword#EUW→JUNGLE (41.9%); WT GigaChad#1070→BOTTOM (56.0%)
"('BuddhaGoesSmite#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW', 'WT Nasty Boy#EUW')",47.315371966534755,BuddhaGoesSmite#EUW→MIDDLE (46.2%); Tibbtokontop#EUW→UTILITY (55.6%); WT BrokenSword#EUW→JUNGLE (41.9%); WT Final Stand#EUW→BOTTOM (38.5%); WT Nasty Boy#EUW→TOP (54.5%)
"('BuddhaGoesSmite#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW')",47.16727716727716,BuddhaGoesSmite#EUW→MIDDLE (46.2%); Sporus#EUW→BOTTOM (43.1%); Tibbtokontop#EUW→UTILITY (55.6%); WT BrokenSword#EUW→TOP (28.6%); WT Final Stand#EUW→JUNGLE (62.5%)
"('BuddhaGoesSmite#EUW', 'Sporus#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070')",46.72283272283273,BuddhaGoesSmite#EUW→MIDDLE (46.2%); Sporus#EUW→BOTTOM (43.1%); WT BrokenSword#EUW→TOP (28.6%); WT Final Stand#EUW→JUNGLE (62.5%); WT GigaChad#1070→UTILITY (53.3%)
"('Sporus#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070')",46.144444444444446,Sporus#EUW→TOP (40.0%); Tibbtokontop#EUW→UTILITY (55.6%); WT BrokenSword#EUW→MIDDLE (16.7%); WT Final Stand#EUW→JUNGLE (62.5%); WT GigaChad#1070→BOTTOM (56.0%)
